Бренд;Название;Цена после скидки;Цена до скидки;Рейтинг;Оценки;Артикул;Ссылка
FITMAN;Гантели 10 кг (2 х 5 кг), разборные + штанга;1675,0;3108,0;5,0;165;163596719;https://www.wildberries.ru/catalog/163596719/detail.aspx?targetUrl=SP
MELA;Гантели для фитнеса 1 кг 2шт;2148,0;5580,0;5,0;536;197949781;https://www.wildberries.ru/catalog/197949781/detail.aspx?targetUrl=SP
STRONG BODY;Гантели виниловые пара по 1,5 кг;1082,0;3195,0;5,0;117;158230298;https://www.wildberries.ru/catalog/158230298/detail.aspx?targetUrl=SP
Hurricane;Гантели для спорта и фитнеса виниловые 5 кг 2 штуки;3850,0;10000,0;5,0;19;274343079;https://www.wildberries.ru/catalog/274343079/detail.aspx?targetUrl=SP
Hurricane;Гантель для спорта и фитнеса виниловая 5 кг 1 штука;2079,0;5400,0;5,0;19;264096184;https://www.wildberries.ru/catalog/264096184/detail.aspx?targetUrl=SP
;Гантели детские;465,0;755,0;5,0;2;334007425;https://www.wildberries.ru/catalog/334007425/detail.aspx?targetUrl=SP
Atemi;Гантели виниловые для фитнеса и аэробики 1 шт 2 кг;655,0;1725,0;5,0;778;56238740;https://www.wildberries.ru/catalog/56238740/detail.aspx?targetUrl=SP
Starfit;Гантель обрезиненная гексагональная 10 кг не разборная;6655,0;11373,0;5,0;869;288541661;https://www.wildberries.ru/catalog/288541661/detail.aspx?targetUrl=SP
UP&UP;Гантели 1 кг 2 шт, общий вес набора 2 кг;462,0;600,0;5,0;137;275503486;https://www.wildberries.ru/catalog/275503486/detail.aspx?targetUrl=SP
Summus;Гантели обрезиненные гексогональные для фитнеса 4 кг;2082,0;4161,0;5,0;5127;325776241;https://www.wildberries.ru/catalog/325776241/detail.aspx?targetUrl=SP
MDBuddy;Цельная гантель неопреновая 4кг 2шт в комплекте для фитнеса;2140,0;4899,0;5,0;22;170674157;https://www.wildberries.ru/catalog/170674157/detail.aspx?targetUrl=SP
MDBuddy;Цельная гантель неопреновая 5кг 2 шт в комплекте для фитнеса;3070,0;6099,0;5,0;22;170674132;https://www.wildberries.ru/catalog/170674132/detail.aspx?targetUrl=SP
HYFIT;Регулируемая гантель, разборная SINGLE 40 кг;16758,0;29900,0;5,0;16;300263764;https://www.wildberries.ru/catalog/300263764/detail.aspx?targetUrl=SP
PROIRON;Гантель 24 кг 1 шт обрезиненная для фитнеса;7640,0;14380,0;5,0;251;274504329;https://www.wildberries.ru/catalog/274504329/detail.aspx?targetUrl=SP
NONAME;Гантель виниловая 5 кг (цвет в ассортименте);2376,0;6174,0;5,0;1;213356851;https://www.wildberries.ru/catalog/213356851/detail.aspx?targetUrl=SP
Hurricane;Гантели для спорта и фитнеса виниловые 1 кг 2 штуки;900,0;2340,0;5,0;19;274343073;https://www.wildberries.ru/catalog/274343073/detail.aspx?targetUrl=SP
Sportcom;Гантель 10 кг сборная . 2 шт;6011,0;7910,0;5,0;21;262991295;https://www.wildberries.ru/catalog/262991295/detail.aspx?targetUrl=SP
OneFit;Гантели для фитнеса 1 кг 2 штуки;584,0;1308,0;5,0;2669;324996828;https://www.wildberries.ru/catalog/324996828/detail.aspx?targetUrl=SP
Summus;Гантели для фитнеса обрезиненные 1,5 кг;929,0;1801,0;5,0;10274;120773116;https://www.wildberries.ru/catalog/120773116/detail.aspx?targetUrl=SP
U-turn;Гантели разборные 10 кг;2209,0;4100,0;5,0;2;325078092;https://www.wildberries.ru/catalog/325078092/detail.aspx?targetUrl=SP
Summus;Гантели неопреновые для фитнеса 2 шт по 2 кг;1211,0;2248,0;5,0;5127;114236906;https://www.wildberries.ru/catalog/114236906/detail.aspx?targetUrl=SP
PRCTZ;Гантеля неопреновая SOFT TOUCH DUMBBELL, 3кг;1172,0;1990,0;5,0;442;165733158;https://www.wildberries.ru/catalog/165733158/detail.aspx?targetUrl=SP
ЮГ-пласт;гантели детские игрушечные;552,0;2564,0;5,0;3;219944544;https://www.wildberries.ru/catalog/219944544/detail.aspx?targetUrl=SP
BORABO;Гантель разборная 5 кг металлическая оцинкованная;2530,0;4162,0;5,0;252;39408326;https://www.wildberries.ru/catalog/39408326/detail.aspx?targetUrl=SP
INDIGO Sport;Гантели 2 кг 2 штуки обрезиненные;1603,0;3108,0;5,0;378;156687378;https://www.wildberries.ru/catalog/156687378/detail.aspx?targetUrl=SP
Starfit;Гантель гексагональная обрезиненная 3 кг 2 шт не разборные;2058,0;15724,0;5,0;869;124148393;https://www.wildberries.ru/catalog/124148393/detail.aspx?targetUrl=SP
MDBuddy;Цельная гантель неопреновая 3кг 2шт в комплекте для фитнеса;1814,0;3899,0;5,0;22;170674152;https://www.wildberries.ru/catalog/170674152/detail.aspx?targetUrl=SP
;Гантели для фитнеса 1 кг 2 штуки;770,0;2500,0;5,0;86;260740110;https://www.wildberries.ru/catalog/260740110/detail.aspx?targetUrl=SP
Sportcom;Гантель (1 шт) 4 кг сборная;1488,0;1959,0;5,0;30;121067262;https://www.wildberries.ru/catalog/121067262/detail.aspx?targetUrl=SP
EasyFitness;Гантели разборные 24 кг восьмиугольные;3826,0;7000,0;5,0;128;299445817;https://www.wildberries.ru/catalog/299445817/detail.aspx?targetUrl=SP
Start Up;Гантель для спорта и фитнеса неопреновая 0,5 кг 1 шт;372,0;687,0;5,0;2366;224304957;https://www.wildberries.ru/catalog/224304957/detail.aspx?targetUrl=SP
Hurricane;Гантели для спорта и фитнеса виниловые 4 кг 2 штуки;2618,0;6800,0;5,0;19;274343078;https://www.wildberries.ru/catalog/274343078/detail.aspx?targetUrl=SP
Александр Большунов;Гексагональные гантели, черные, 22.5 кг (1 шт);7614,0;14760,0;5,0;35;176166680;https://www.wildberries.ru/catalog/176166680/detail.aspx?targetUrl=SP
VictoryFit;Гантель неразборная 0,5 кг. винил;364,0;1500,0;5,0;1;187908504;https://www.wildberries.ru/catalog/187908504/detail.aspx?targetUrl=SP
Kapix;Гантель неразборная 4 кг. винил;1356,0;1428,0;5,0;3;227544013;https://www.wildberries.ru/catalog/227544013/detail.aspx?targetUrl=SP
ProRun;Гантели 1,5 кг 2 шт виниловые детские набор для фитнеса;1011,0;2190,0;5,0;1053;204545012;https://www.wildberries.ru/catalog/204545012/detail.aspx?targetUrl=SP
Summus;Гантели обрезиненные гексогональные для фитнеса 5 кг;2572,0;4515,0;5,0;5127;325778958;https://www.wildberries.ru/catalog/325778958/detail.aspx?targetUrl=SP
Euro-Classic;Гантели 10 кг разборные сборные 1 шт;1232,0;1600,0;5,0;2909;268796850;https://www.wildberries.ru/catalog/268796850/detail.aspx?targetUrl=SP
Starfit;Гантель для спорта и фитнеса виниловая 2.5 кг 1 шт;1163,0;4084,0;5,0;871;41611409;https://www.wildberries.ru/catalog/41611409/detail.aspx?targetUrl=SP
ProLine;Гантели неопреновые для фитнеса 1 кг 2 шт;741,0;1818,0;5,0;41;245490137;https://www.wildberries.ru/catalog/245490137/detail.aspx?targetUrl=SP
Everest travel;Гантели неопреновые виниловые комплект 2 шт;831,0;3500,0;5,0;50;152088487;https://www.wildberries.ru/catalog/152088487/detail.aspx?targetUrl=SP
Summus;Гантели обрезиненные гексогональные для фитнеса 2,5 кг;1586,0;2424,0;5,0;5127;325791354;https://www.wildberries.ru/catalog/325791354/detail.aspx?targetUrl=SP
MAXISCOO FIT;Гантель неопреновая, 2 кг;917,0;966,0;5,0;126;223665915;https://www.wildberries.ru/catalog/223665915/detail.aspx?targetUrl=SP
Starfit;Гантель неопреновая для спорта и фитнеса 2 кг 1 шт;1041,0;5204,0;5,0;805;36531254;https://www.wildberries.ru/catalog/36531254/detail.aspx?targetUrl=SP
ZEZ;Гантель виниловая 1 кг;352,0;458,0;5,0;13;230073376;https://www.wildberries.ru/catalog/230073376/detail.aspx?targetUrl=SP
Сима-Ленд & ONLYTOP;Гантель неопреновая, 3 кг;1146,0;2127,0;5,0;53;265414863;https://www.wildberries.ru/catalog/265414863/detail.aspx?targetUrl=SP
Atletika24;Гантель обрезиненная гексагональная 2 кг;1111,0;1800,0;5,0;27;258337578;https://www.wildberries.ru/catalog/258337578/detail.aspx?targetUrl=SP
MAXISCOO FIT;Гантели неопреновые, 2 кг, 2 шт;1738,0;1830,0;5,0;67;224941710;https://www.wildberries.ru/catalog/224941710/detail.aspx?targetUrl=SP
Vimpex Sport;Гантели 2шт по 2кг неопреновые для спорта и фитнеса;1395,0;3200,0;5,0;150;264080201;https://www.wildberries.ru/catalog/264080201/detail.aspx?targetUrl=SP
Start Up;Гантели для спорта и фитнеса виниловые 1,5 кг 2 шт;1279,0;2362,0;5,0;313;192294038;https://www.wildberries.ru/catalog/192294038/detail.aspx?targetUrl=SP
HARBR FITNESS;Гантели мягкие 0,5 кг для фитнеса 2шт;566,0;1990,0;5,0;1;330529604;https://www.wildberries.ru/catalog/330529604/detail.aspx?targetUrl=SP
Kapix;Гантель неразборная гексагональная 17,5 кг 1 шт;5310,0;5590,0;5,0;243;219373419;https://www.wildberries.ru/catalog/219373419/detail.aspx?targetUrl=SP
Genau;Гантель разборная регулируемая 24 кr;22905,0;38888,0;5,0;5;275084612;https://www.wildberries.ru/catalog/275084612/detail.aspx?targetUrl=SP
Start Up;Гантели разборные со штангой 10 кг (2х5 кг) трансформер;1540,0;2500,0;5,0;100;346854961;https://www.wildberries.ru/catalog/346854961/detail.aspx?targetUrl=SP
Colorfit;Гантели для фитнеса набор 2 шт по 1,4 кг женские розовые;4408,0;8000,0;5,0;5;166904020;https://www.wildberries.ru/catalog/166904020/detail.aspx?targetUrl=SP
BODY BELLS;Гантели 2 кг неопреновые для фитнеса спорта детей;1097,0;1425,0;5,0;2949;154597871;https://www.wildberries.ru/catalog/154597871/detail.aspx?targetUrl=SP
Bronze Gym;Гантели виниловые, 4 кг, пара;2718,0;3490,0;5,0;5;231299002;https://www.wildberries.ru/catalog/231299002/detail.aspx?targetUrl=SP
PROFI-FIT;Гантели гексагональные 2 шт по 5 кг;4907,0;17703,0;5,0;231;132275207;https://www.wildberries.ru/catalog/132275207/detail.aspx?targetUrl=SP
Wector;Гантель 1,5 кг для фитнеса обрезиненная виниловая;624,0;1314,0;5,0;21;166415628;https://www.wildberries.ru/catalog/166415628/detail.aspx?targetUrl=SP
Kettler;Гантель гексагональная обрезиненная, 8 кг;3849,0;4999,0;5,0;37;160812918;https://www.wildberries.ru/catalog/160812918/detail.aspx?targetUrl=SP
Sportcom;Гантели разборные 21 кг;5557,0;15000,0;5,0;97;235309405;https://www.wildberries.ru/catalog/235309405/detail.aspx?targetUrl=SP
Start Up;Гантели для спорта и фитнеса виниловые 1,5 кг 2 шт;1273,0;2312,0;5,0;313;192419385;https://www.wildberries.ru/catalog/192419385/detail.aspx?targetUrl=SP
BODY BELLS;Гантели 2 кг неопреновые для фитнеса спорта детей;1097,0;1425,0;5,0;2949;154597870;https://www.wildberries.ru/catalog/154597870/detail.aspx?targetUrl=SP
INDIGO Sport;Гантели обливные с виниловым покрытием 1,5кг*2шт;1074,0;2538,0;5,0;700;11848496;https://www.wildberries.ru/catalog/11848496/detail.aspx?targetUrl=SP
Kulak;Гантели разборные со штангой 25 кг;2774,0;3603,0;5,0;2903;263764124;https://www.wildberries.ru/catalog/263764124/detail.aspx?targetUrl=SP
Atletika24;Гантели разборные чугунные набор 20 кг (2 шт по 10 кг);7399,0;15500,0;5,0;4;264265767;https://www.wildberries.ru/catalog/264265767/detail.aspx?targetUrl=SP
MAXISCOO FIT;Гантель неопреновая, 3 кг;1086,0;1144,0;5,0;76;224730144;https://www.wildberries.ru/catalog/224730144/detail.aspx?targetUrl=SP
Hurricane;Гантели для спорта и фитнеса виниловые 2 кг 2 штуки;1309,0;3400,0;5,0;19;274343075;https://www.wildberries.ru/catalog/274343075/detail.aspx?targetUrl=SP
Starfit;Гантель обрезиненная гексагональная 14 кг не разборная;11272,0;37539,0;5,0;869;288579675;https://www.wildberries.ru/catalog/288579675/detail.aspx?targetUrl=SP
stecter;Гантель хромированная стальная 10 кг;4397,0;7122,0;5,0;63;125004391;https://www.wildberries.ru/catalog/125004391/detail.aspx?targetUrl=SP
Virtey;Гантели для спорта и фитнеса 2 кг;779,0;1414,0;5,0;313;49610331;https://www.wildberries.ru/catalog/49610331/detail.aspx?targetUrl=SP
U-turn;Регулируемая гантель 24 кг;11358,0;21694,0;5,0;58;286308789;https://www.wildberries.ru/catalog/286308789/detail.aspx?targetUrl=SP
Euro-Classic;Гантели 8 кг разборные сборные 1 шт;1078,0;1400,0;5,0;2909;268796849;https://www.wildberries.ru/catalog/268796849/detail.aspx?targetUrl=SP
stecter;Гантель хромированная стальная 2 кг;1672,0;2934,0;5,0;63;126586557;https://www.wildberries.ru/catalog/126586557/detail.aspx?targetUrl=SP
Harper Gym Pro Series;Гантель гексагональная обрезиненная 7 кг. 1 шт;3977,0;5437,0;5,0;34;99957641;https://www.wildberries.ru/catalog/99957641/detail.aspx?targetUrl=SP
RED Skill;Гантель неопреновая гексагональная, 9 кг;5541,0;29165,0;5,0;28;186750065;https://www.wildberries.ru/catalog/186750065/detail.aspx?targetUrl=SP
Сима-Ленд & ONLYTOP;Гантель хромированная, 2 кг;927,0;2042,0;5,0;6;265434658;https://www.wildberries.ru/catalog/265434658/detail.aspx?targetUrl=SP
Kapix;Гантель неразборная гексагональная 15 кг 1 шт;4550,0;4790,0;5,0;243;219373418;https://www.wildberries.ru/catalog/219373418/detail.aspx?targetUrl=SP
Kapix;Гантель неразборная гексагональная 12,5 кг 1 шт;4075,0;4290,0;5,0;243;219373417;https://www.wildberries.ru/catalog/219373417/detail.aspx?targetUrl=SP
PANTERA ENERGY;Гантель для дома виниловая 0.5 кг 1 шт;462,0;1200,0;5,0;245;179922703;https://www.wildberries.ru/catalog/179922703/detail.aspx?targetUrl=SP
ONLYTOP;Гантель хромированная 1 кг;742,0;3325,0;5,0;1;189914803;https://www.wildberries.ru/catalog/189914803/detail.aspx?targetUrl=SP
;Набор гантелей для отжиманий 1 25 кг 2 шт;653,0;2426,0;5,0;5637;321054147;https://www.wildberries.ru/catalog/321054147/detail.aspx?targetUrl=SP
Kettler;Гантель;1847,0;2399,0;5,0;5;151877313;https://www.wildberries.ru/catalog/151877313/detail.aspx?targetUrl=SP
York-Fitness;Набор гантелей в кейсе York Fitness 15 кг;6824,0;8452,0;5,0;13;19480601;https://www.wildberries.ru/catalog/19480601/detail.aspx?targetUrl=SP
