Бренд;Название;Цена после скидки;Цена до скидки;Рейтинг;Оценки;Артикул;Ссылка
Атлант;Гантель 15 кг хромистая сталь, разборная;4925,0;7353,0;4,9;147;11602611;https://www.wildberries.ru/catalog/11602611/detail.aspx?targetUrl=SP
Атлант;Гантель металлическая разборная 10 кг;3389,0;5060,0;4,9;182;14055733;https://www.wildberries.ru/catalog/14055733/detail.aspx?targetUrl=SP
Summus;Гантели неопреновые для фитнеса 2 шт по 1 кг;647,0;1450,0;4,9;10274;33454430;https://www.wildberries.ru/catalog/33454430/detail.aspx?targetUrl=SP
Сима-Ленд & ONLYTOP;Гантели;369,0;642,0;4,9;398;105295752;https://www.wildberries.ru/catalog/105295752/detail.aspx?targetUrl=SP
Сима-Ленд & ONLYTOP;Гантели для спорта и фитнеса;369,0;642,0;4,9;398;105295751;https://www.wildberries.ru/catalog/105295751/detail.aspx?targetUrl=SP
Сима-Ленд & ONLYTOP;Гантели;374,0;641,0;4,9;398;105444110;https://www.wildberries.ru/catalog/105444110/detail.aspx?targetUrl=SP
Euro-Classic;Гантели 18 кг разборные сборные 2 шт по 9 кг;2002,0;2600,0;4,9;2909;269049224;https://www.wildberries.ru/catalog/269049224/detail.aspx?targetUrl=SP
YBH;Гантели разборные 20 кг штанга;2776,0;5620,0;4,9;795;212718962;https://www.wildberries.ru/catalog/212718962/detail.aspx?targetUrl=SP
SILAPRO;Гантель для спорта и фитнеса виниловая 3 кг;944,0;2504,0;4,9;690;102756990;https://www.wildberries.ru/catalog/102756990/detail.aspx?targetUrl=SP
Сима-Ленд & ONLYTOP;Гантель неопреновая, 1 кг;356,0;1028,0;4,9;398;270380854;https://www.wildberries.ru/catalog/270380854/detail.aspx?targetUrl=SP
TRENER;Гантели разборные 16 кг с зеркальными накладками 1шт;5835,0;34450,0;4,9;34;42078706;https://www.wildberries.ru/catalog/42078706/detail.aspx?targetUrl=SP
Start Up;Гантель для спорта и фитнеса виниловая 1 кг 1 шт;730,0;999,0;4,9;313;10709841;https://www.wildberries.ru/catalog/10709841/detail.aspx?targetUrl=SP
Demix;Гантели с фиксатором 2 х 1.5 кг;1924,0;2499,0;4,9;23;187214054;https://www.wildberries.ru/catalog/187214054/detail.aspx?targetUrl=SP
SPORT ELIT;Гантель 1,5 кг;352,0;1528,0;4,9;717;8757272;https://www.wildberries.ru/catalog/8757272/detail.aspx?targetUrl=SP
Атлант;Гантель 13 кг хромистая сталь, разборная;3876,0;6215,0;4,9;82;11602610;https://www.wildberries.ru/catalog/11602610/detail.aspx?targetUrl=SP
Start Up;Гантель для спорта и фитнеса виниловая 1 кг 1 шт;540,0;999,0;4,9;313;11782747;https://www.wildberries.ru/catalog/11782747/detail.aspx?targetUrl=SP
BRADEX;Гантель 0,5 кг неопреновая для фитнеса;427,0;900,0;4,9;220;11788712;https://www.wildberries.ru/catalog/11788712/detail.aspx?targetUrl=SP
BENE LOOK;Гантели для спорта;410,0;3600,0;4,9;72;143874461;https://www.wildberries.ru/catalog/143874461/detail.aspx?targetUrl=SP
Kulak;Гантели разборные и штанга в кейсе для спорта 20 кг;5967,0;51666,0;4,9;970;146413813;https://www.wildberries.ru/catalog/146413813/detail.aspx?targetUrl=SP
BORABO;Гантель разборная оцинкованная 4 кг;2199,0;3617,0;4,9;252;39410265;https://www.wildberries.ru/catalog/39410265/detail.aspx?targetUrl=SP
Gravity;Гантели разборные 20 кг, 2 грифа;5925,0;18900,0;4,9;430;33950278;https://www.wildberries.ru/catalog/33950278/detail.aspx?targetUrl=SP
rooSport;Гантели виниловые 0,5 кг 2 шт для фитнеса и спорта;494,0;867,0;4,9;606;94223050;https://www.wildberries.ru/catalog/94223050/detail.aspx?targetUrl=SP
Start Up;Гантели разборные 15 кг в кейсе;6354,0;8687,0;4,9;100;66411743;https://www.wildberries.ru/catalog/66411743/detail.aspx?targetUrl=SP
Espado;Гантель неопреновая 2 кг для фитнеса;790,0;1510,0;4,9;251;66828157;https://www.wildberries.ru/catalog/66828157/detail.aspx?targetUrl=SP
Gravity;Виниловые гантели, восьмиугольные, 1 кг, пара;479,0;855,0;4,9;158;150784690;https://www.wildberries.ru/catalog/150784690/detail.aspx?targetUrl=SP
Starfit;Гантель обрезиненная гексагональная 8 кг 1шт не разборная;3387,0;11280,0;4,9;278;12430361;https://www.wildberries.ru/catalog/12430361/detail.aspx?targetUrl=SP
MB Barbell;Гантель разборная обрезиненная 19 кг;7391,0;7780,0;4,9;250;26857418;https://www.wildberries.ru/catalog/26857418/detail.aspx?targetUrl=SP
Atemi;Гантели неопреновые для спорта и аэробики 1 шт по 4 кг;912,0;2043,0;4,9;778;78334193;https://www.wildberries.ru/catalog/78334193/detail.aspx?targetUrl=SP
INDIGO Sport;Гантель литая обрезиненная 2 кг;717,0;1554,0;4,9;148;11226167;https://www.wildberries.ru/catalog/11226167/detail.aspx?targetUrl=SP
Body Form;Гантель неопреновая 1кг. (1 шт.);529,0;800,0;4,9;15;12683697;https://www.wildberries.ru/catalog/12683697/detail.aspx?targetUrl=SP
BORABO;Гантель разборная 3 кг оцинкованная;1512,0;2527,0;4,9;252;39417949;https://www.wildberries.ru/catalog/39417949/detail.aspx?targetUrl=SP
rooSport;Гантели виниловые 0,5 кг 2 шт для фитнеса и спорта;510,0;867,0;4,9;606;162566711;https://www.wildberries.ru/catalog/162566711/detail.aspx?targetUrl=SP
Starfit;Гантели разборные 7,5 кг 2 шт трансформер в штангу 15 кг;2112,0;5379,0;4,8;1532;175449712;https://www.wildberries.ru/catalog/175449712/detail.aspx?targetUrl=SP
Euro classic;Гантели 5 кг чугунные 2 штуки, общий вес 10 кг;2926,0;3800,0;4,8;28214;77084603;https://www.wildberries.ru/catalog/77084603/detail.aspx?targetUrl=SP
Starfit;Гантели для спорта и фитнеса 5 кг;3267,0;19291,0;4,8;5637;144530541;https://www.wildberries.ru/catalog/144530541/detail.aspx?targetUrl=SP
Блин-да-Гриф;Гантели разборные 20 кг (2х10 кг) штанга трансформер;2004,0;7890,0;4,8;8055;228562572;https://www.wildberries.ru/catalog/228562572/detail.aspx?targetUrl=SP
AbcAge;Гантели разборные с грифом набор 20 кг;1861,0;16113,0;4,8;7061;149999936;https://www.wildberries.ru/catalog/149999936/detail.aspx?targetUrl=SP
Fitritmia;Гантели разборные набор 20 кг;2838,0;9700,0;4,8;261;164521398;https://www.wildberries.ru/catalog/164521398/detail.aspx?targetUrl=SP
FitnessActive;Гантели разборные 15 кг набор спортивный инвентарь с штангой;2079,0;9000,0;4,8;14663;161000818;https://www.wildberries.ru/catalog/161000818/detail.aspx?targetUrl=SP
FitnessLive;Штанга разборная спорт фитнес инвентарь в кейсе набор 30 кг;9498,0;62493,0;4,8;364;262365920;https://www.wildberries.ru/catalog/262365920/detail.aspx?targetUrl=SP
Kettler;Набор гантелей, 2 х 5 кг;7699,0;9999,0;4,8;5;289180477;https://www.wildberries.ru/catalog/289180477/detail.aspx?targetUrl=SP
Absolute Champion;Гантели разборные с грифом набор 30 кг 2шт по 15 кг КАТ. 2;5193,0;10539,0;4,8;58;214130189;https://www.wildberries.ru/catalog/214130189/detail.aspx?targetUrl=SP
Absolute Champion;Гантели разборные с грифом набор 10 кг 2шт по 5 кг;2404,0;4220,0;4,8;82;173921492;https://www.wildberries.ru/catalog/173921492/detail.aspx?targetUrl=SP
Absolute Champion;Гантели разборные с грифом набор 15 кг 2шт по 7,5 кг;2944,0;4663,0;4,8;52;201846319;https://www.wildberries.ru/catalog/201846319/detail.aspx?targetUrl=SP
Demix;Гантель, 5 кг;2155,0;2799,0;4,8;26;156358801;https://www.wildberries.ru/catalog/156358801/detail.aspx?targetUrl=SP
Torneo;Комплект наборных гантелей 20 кг;9547,0;12399,0;4,8;27;151499583;https://www.wildberries.ru/catalog/151499583/detail.aspx?targetUrl=SP
ABICA;Гантели разборные с грифом набор 20 кг;1939,0;2519,0;4,8;11506;170727911;https://www.wildberries.ru/catalog/170727911/detail.aspx?targetUrl=SP
ProRun;Гантели виниловые 2 кг 2 шт набор для фитнеса;641,0;1700,0;4,8;3169;10913740;https://www.wildberries.ru/catalog/10913740/detail.aspx?targetUrl=SP
Green.foot;Гантели разборные 20 кг (2х10 кг) штанга трансформер;2308,0;7890,0;4,8;6012;18334964;https://www.wildberries.ru/catalog/18334964/detail.aspx?targetUrl=SP
ABICA;Гантели разборные трансформер со штангой 10 кг;1593,0;2070,0;4,8;11506;170757098;https://www.wildberries.ru/catalog/170757098/detail.aspx?targetUrl=SP
Starfit;Гантель для спорта и фитнеса виниловая 0.5 кг 1 шт;275,0;6120,0;4,8;871;106738268;https://www.wildberries.ru/catalog/106738268/detail.aspx?targetUrl=SP
OneFit;Гантели неопреновые для фитнеса 3 кг;1805,0;2968,0;4,8;5297;148297070;https://www.wildberries.ru/catalog/148297070/detail.aspx?targetUrl=SP
INDIGO Sport;Гантели обливные с неопреновым покрытием 0,5кг*2шт;566,0;846,0;4,8;700;14024307;https://www.wildberries.ru/catalog/14024307/detail.aspx?targetUrl=SP
FitnessActive;Гантели разборные 5 кг набор спортивный инвентарь с штангой;1995,0;4800,0;4,8;14663;156258682;https://www.wildberries.ru/catalog/156258682/detail.aspx?targetUrl=SP
Euro-Classic;Гантель 15 кг разборная сборная;1386,0;1800,0;4,8;2909;153692247;https://www.wildberries.ru/catalog/153692247/detail.aspx?targetUrl=SP
PROIRON;Гантели 5 кг 2 шт неопреновые для фитнеса;3217,0;5572,0;4,8;673;201962119;https://www.wildberries.ru/catalog/201962119/detail.aspx?targetUrl=SP
Estafit;Гантели для фитнеса 1.95 кг для детей и взрослых 2 шт;495,0;4020,0;4,8;341;149735024;https://www.wildberries.ru/catalog/149735024/detail.aspx?targetUrl=SP
AbcAge;Гантели неразборные 5 кг;1050,0;8029,0;4,8;1063;233115163;https://www.wildberries.ru/catalog/233115163/detail.aspx?targetUrl=SP
VitalityX;сборная Штанга 10 кг -гантели 2х 5кг;1669,0;4750,0;4,8;1333;189118493;https://www.wildberries.ru/catalog/189118493/detail.aspx?targetUrl=SP
VitalityX;сборная Штанга 24 кг - гантели 2х 12кг;2726,0;8200,0;4,8;1333;189118494;https://www.wildberries.ru/catalog/189118494/detail.aspx?targetUrl=SP
U-turn;Гантели разборные 20 кг, в комплекте 12 дисков;3005,0;4519,0;4,8;946;215230051;https://www.wildberries.ru/catalog/215230051/detail.aspx?targetUrl=SP
FitnessActive;Гантели разборные 24 кг спортивный набор штанга и гиря;3798,0;8655,0;4,8;14663;184520337;https://www.wildberries.ru/catalog/184520337/detail.aspx?targetUrl=SP
Fit flex;Гантели разборные 24 кг набор спортивный инвентарь с штангой;2947,0;8700,0;4,8;14663;169513829;https://www.wildberries.ru/catalog/169513829/detail.aspx?targetUrl=SP
STRONG BODY;Гантели гексагональные 3 кг 2 шт (пара);2007,0;5795,0;4,8;73;158452460;https://www.wildberries.ru/catalog/158452460/detail.aspx?targetUrl=SP
FitnessLive;Гантели разборные набор 20 кг;2067,0;12207,0;4,8;10507;14260363;https://www.wildberries.ru/catalog/14260363/detail.aspx?targetUrl=SP
Гантели В Деле;Гантели разборные 1 шт для спорта и фитнеса гиря;2428,0;8300,0;4,8;214;231863184;https://www.wildberries.ru/catalog/231863184/detail.aspx?targetUrl=SP
U-turn;Гантели разборные хромированные 20 кг, в кейсе. 12 дисков;5643,0;10939,0;4,8;946;209219389;https://www.wildberries.ru/catalog/209219389/detail.aspx?targetUrl=SP
Summus;Гантели обрезиненные для фитнеса 2 кг;1196,0;2548,0;4,8;5127;120774671;https://www.wildberries.ru/catalog/120774671/detail.aspx?targetUrl=SP
Starfit;Гантель для спорта и фитнеса виниловая 1,5 кг 1 шт;471,0;12240,0;4,8;727;111116079;https://www.wildberries.ru/catalog/111116079/detail.aspx?targetUrl=SP
СТРОМ;Гантели детские 0,5 кг пустые;400,0;570,0;4,8;235;230847324;https://www.wildberries.ru/catalog/230847324/detail.aspx?targetUrl=SP
FitnessLive;Гантели разборные спорт фитнес инвентарь кейс набор 30 кг;8550,0;100000,0;4,8;3005;13845868;https://www.wildberries.ru/catalog/13845868/detail.aspx?targetUrl=SP
PROIRON;Гантели разборные 10 кг 2 шт со штангой для фитнеса;6013,0;11485,0;4,8;101;201962105;https://www.wildberries.ru/catalog/201962105/detail.aspx?targetUrl=SP
STRONG BODY;Гантели гексагональные 1 кг 2 шт;855,0;2710,0;4,8;73;158452862;https://www.wildberries.ru/catalog/158452862/detail.aspx?targetUrl=SP
Starfit;Гантель неопреновая для спорта и фитнеса 1 кг 1 шт;591,0;15360,0;4,8;805;100538125;https://www.wildberries.ru/catalog/100538125/detail.aspx?targetUrl=SP
Владспортпром;Гантели 1,5 кг в наборе 2 шт;498,0;1200,0;4,8;1672;113972345;https://www.wildberries.ru/catalog/113972345/detail.aspx?targetUrl=SP
СТРОМ;Гантели детские 0,45 кг пустые;348,0;586,0;4,8;235;230837030;https://www.wildberries.ru/catalog/230837030/detail.aspx?targetUrl=SP
FitnessActive;Гантели разборные 40 кг набор спортивный инвентарь с штангой;4683,0;8650,0;4,8;1956;183314790;https://www.wildberries.ru/catalog/183314790/detail.aspx?targetUrl=SP
OneFit;Гантели пластиковые для фитнеса 1 кг 2 шт;428,0;870,0;4,8;8192;235479526;https://www.wildberries.ru/catalog/235479526/detail.aspx?targetUrl=SP
KingFit;Гантели разборные набор 30 кг;4074,0;30639,0;4,8;1918;194827902;https://www.wildberries.ru/catalog/194827902/detail.aspx?targetUrl=SP
Euro classic;Гантели 8 кг 2 штуки в наборе, общий вес 16 кг;1617,0;2100,0;4,8;28214;232695089;https://www.wildberries.ru/catalog/232695089/detail.aspx?targetUrl=SP
Гантели В Деле;Гантели разборные 20 кг (2х10 кг) со штангой, гиря;2337,0;13200,0;4,8;4455;224350698;https://www.wildberries.ru/catalog/224350698/detail.aspx?targetUrl=SP
Estafit;Гантели для фитнеса 1.5 кг для детей и взрослых 2 шт;464,0;1310,0;4,8;341;51933061;https://www.wildberries.ru/catalog/51933061/detail.aspx?targetUrl=SP
AbcAge;Гантели разборные 20 кг с изогнутым грифом;2897,0;31358,0;4,8;2922;233116676;https://www.wildberries.ru/catalog/233116676/detail.aspx?targetUrl=SP
Euro-Classic;Гантели 3 кг неопреновые для фитнеса детей 2 шт;1828,0;2375,0;4,8;1725;165400960;https://www.wildberries.ru/catalog/165400960/detail.aspx?targetUrl=SP
ProRun;Гантели виниловые 1,5 кг 2 шт набор для фитнеса;642,0;1390,0;4,8;3169;10974058;https://www.wildberries.ru/catalog/10974058/detail.aspx?targetUrl=SP
OneFit;Гантели неопреновые для фитнеса 2 шт. по 1 кг;596,0;1269,0;4,8;8192;142213374;https://www.wildberries.ru/catalog/142213374/detail.aspx?targetUrl=SP
U-turn;Гантели разборные хромированные 20 кг, в кейсе. 12 дисков;5606,0;11376,0;4,8;946;209219388;https://www.wildberries.ru/catalog/209219388/detail.aspx?targetUrl=SP
OneFit;Гантели разборные стальные+штанга 20 кг в кейсе;5658,0;10499,0;4,8;1539;155347598;https://www.wildberries.ru/catalog/155347598/detail.aspx?targetUrl=SP
PROIRON;Гантели разборные 7,5 кг 2 шт для фитнеса;4766,0;7643,0;4,8;101;201962100;https://www.wildberries.ru/catalog/201962100/detail.aspx?targetUrl=SP
Summus;Гантели разборные 20 кг со штангой для спорта и фитнеса;2135,0;4546,0;4,8;3298;111358778;https://www.wildberries.ru/catalog/111358778/detail.aspx?targetUrl=SP
Green.foot;Гантели разборные 24 кг (2х12 кг) штанга трансформер;2225,0;8500,0;4,8;1020;42463912;https://www.wildberries.ru/catalog/42463912/detail.aspx?targetUrl=SP
Hurricane;Гантель для спорта и фитнеса гексагональная 1 кг 1 штука;654,0;1700,0;4,8;192;213705057;https://www.wildberries.ru/catalog/213705057/detail.aspx?targetUrl=SP
Classmark;Гантели разборные 30 кг с грифом для штанги;8008,0;20800,0;4,8;3731;259044619;https://www.wildberries.ru/catalog/259044619/detail.aspx?targetUrl=SP
ProRun;Гантели виниловые 5 кг 2 шт набор для фитнеса;1238,0;2680,0;4,8;3169;13007858;https://www.wildberries.ru/catalog/13007858/detail.aspx?targetUrl=SP
Атлант;Гантель металлическая разборная 6 кг;2347,0;3586,0;4,8;77;12607498;https://www.wildberries.ru/catalog/12607498/detail.aspx?targetUrl=SP
PROIRON;Гантель 16 кг 1 шт обрезиненная для фитнеса;4966,0;9772,0;4,8;251;201962128;https://www.wildberries.ru/catalog/201962128/detail.aspx?targetUrl=SP
ECOSPORT;Гантели разборные набор 30 кг;5000,0;105280,0;4,8;3694;14907525;https://www.wildberries.ru/catalog/14907525/detail.aspx?targetUrl=SP
Sportcom;Гантель разборная 15.5 кг;4750,0;10000,0;4,8;97;236899755;https://www.wildberries.ru/catalog/236899755/detail.aspx?targetUrl=SP
Za-GYM;Гантели разборные со штангой для спорта 30 кг;3773,0;98017,0;4,8;2497;146413279;https://www.wildberries.ru/catalog/146413279/detail.aspx?targetUrl=SP
Summus;Гантели неопреновые 2 шт. по 3 кг;1790,0;2643,0;4,8;5127;110453006;https://www.wildberries.ru/catalog/110453006/detail.aspx?targetUrl=SP
Euro-Classic;Гантели 20 кг разборные сборные 1 шт;1771,0;2300,0;4,8;2909;153692245;https://www.wildberries.ru/catalog/153692245/detail.aspx?targetUrl=SP
LVP;Набор гантель со стойкой 6 шт. для фитнеса 1,2,3 кг;3611,0;10423,0;4,8;156;159143248;https://www.wildberries.ru/catalog/159143248/detail.aspx?targetUrl=SP
Espado;Гантель неопреновая 5 кг для фитнеса;1559,0;3320,0;4,8;12;51785196;https://www.wildberries.ru/catalog/51785196/detail.aspx?targetUrl=SP
ProRun;Гантели виниловые 3 кг 2 шт набор для фитнеса;920,0;2390,0;4,8;3169;13007856;https://www.wildberries.ru/catalog/13007856/detail.aspx?targetUrl=SP
OneFit;Гантели разборные 20 кг- 2 шт по 10 кг+ штанга;1918,0;4615,0;4,8;2342;151122266;https://www.wildberries.ru/catalog/151122266/detail.aspx?targetUrl=SP
Estafit;Гантели для фитнеса 1 кг для детей и взрослых 2 шт;508,0;1050,0;4,8;341;51932712;https://www.wildberries.ru/catalog/51932712/detail.aspx?targetUrl=SP
FITMAN;Гантели 3 кг, для фитнеса, пластиковые, 2 шт х 3 кг;972,0;1463,0;4,8;1966;159226013;https://www.wildberries.ru/catalog/159226013/detail.aspx?targetUrl=SP
Starfit;Гантель для спорта и фитнеса виниловая 3 кг 1 шт;1554,0;5769,0;4,8;871;106696505;https://www.wildberries.ru/catalog/106696505/detail.aspx?targetUrl=SP
Гантели В Деле;Штанга спортивная 10 кг гантели разборные (2х5 кг);1886,0;5000,0;4,8;1198;237696242;https://www.wildberries.ru/catalog/237696242/detail.aspx?targetUrl=SP
FitnessLive;Гантели разборные кейс 20 кг;6004,0;79000,0;4,8;3005;13631109;https://www.wildberries.ru/catalog/13631109/detail.aspx?targetUrl=SP
Euro-Classic;Гантели 3 кг чугунные неопреновые для фитнеса детей 2 шт;1828,0;2375,0;4,8;1725;92186649;https://www.wildberries.ru/catalog/92186649/detail.aspx?targetUrl=SP
INDIGO Sport;Гантели 10 кг 2 штуки обрезиненные;7179,0;15540,0;4,8;378;156704403;https://www.wildberries.ru/catalog/156704403/detail.aspx?targetUrl=SP
Atlas Sport;Набор гантелей для фитнеса 12 кг;2212,0;3936,0;4,8;24;157947953;https://www.wildberries.ru/catalog/157947953/detail.aspx?targetUrl=SP
INDIGO Sport;Гантели 4 кг 2 штуки обрезиненные;2967,0;6216,0;4,8;378;156689921;https://www.wildberries.ru/catalog/156689921/detail.aspx?targetUrl=SP
UP&UP;Гантели 1,5 кг 2 шт, общий вес набора 3 кг;539,0;700,0;4,8;137;275607571;https://www.wildberries.ru/catalog/275607571/detail.aspx?targetUrl=SP
Fit flex;Гантели разборные 33 кг набор спортивный инвентарь с штангой;4531,0;9000,0;4,8;1559;169513833;https://www.wildberries.ru/catalog/169513833/detail.aspx?targetUrl=SP
Сима-Ленд & ONLYTOP;Гантели;947,0;2085,0;4,8;147;200019171;https://www.wildberries.ru/catalog/200019171/detail.aspx?targetUrl=SP
Espado;Гантель неопреновая 3 кг для фитнеса;952,0;2290,0;4,8;22;66826397;https://www.wildberries.ru/catalog/66826397/detail.aspx?targetUrl=SP
FitnessLive;Гантели разборные набор 20 кг;3052,0;49557,0;4,8;870;237503695;https://www.wildberries.ru/catalog/237503695/detail.aspx?targetUrl=SP
FitShift;Набор гантелей 2 шт по 4 кг;877,0;1900,0;4,8;7189;238593662;https://www.wildberries.ru/catalog/238593662/detail.aspx?targetUrl=SP
OneFit;Гантели разборные 20 кг- 2 шт по 10 кг+ штанга;2061,0;4615,0;4,8;2342;155329007;https://www.wildberries.ru/catalog/155329007/detail.aspx?targetUrl=SP
Юг-Пласт;Гантели детские гантели разборные;475,0;950,0;4,8;338;12500623;https://www.wildberries.ru/catalog/12500623/detail.aspx?targetUrl=SP
ECOSPORT;Гантели разборные набор 40 кг;5255,0;55324,0;4,8;3694;76572513;https://www.wildberries.ru/catalog/76572513/detail.aspx?targetUrl=SP
MELA;Гантели для фитнеса 2 кг 2шт;3072,0;7980,0;4,8;536;197949782;https://www.wildberries.ru/catalog/197949782/detail.aspx?targetUrl=SP
Kama;Гантели 1,5 кг, 2 шт;1689,0;6095,0;4,8;63;252661345;https://www.wildberries.ru/catalog/252661345/detail.aspx?targetUrl=SP
Euro-Classic;Гантели 8 кг разборные сборные 1 шт;924,0;1200,0;4,8;2909;146713784;https://www.wildberries.ru/catalog/146713784/detail.aspx?targetUrl=SP
FITMAN;Гантель разборная (регулируемая), 20 кг, 1 шт;2259,0;3398,0;4,8;721;101088222;https://www.wildberries.ru/catalog/101088222/detail.aspx?targetUrl=SP
Престиж FIT;Набор гантелей;426,0;840,0;4,8;1032;17424949;https://www.wildberries.ru/catalog/17424949/detail.aspx?targetUrl=SP
Сима-Ленд & ONLYTOP;Гантель для аэробики;507,0;1570,0;4,8;147;44057142;https://www.wildberries.ru/catalog/44057142/detail.aspx?targetUrl=SP
Блин-да-Гриф;Гантели разборные 10кг (2х5 кг) штанга трансформер;1853,0;5730,0;4,8;8055;79928491;https://www.wildberries.ru/catalog/79928491/detail.aspx?targetUrl=SP
Atlas Sport;Гантели разборные с соединительным грифом 20 кг;2267,0;3100,0;4,8;595;238592843;https://www.wildberries.ru/catalog/238592843/detail.aspx?targetUrl=SP
BRADEX;Гантель 1 кг неопреновая для фитнеса, 1 шт;569,0;1198,0;4,8;188;11788713;https://www.wildberries.ru/catalog/11788713/detail.aspx?targetUrl=SP
IRON PEOPLE;Гантель для фитнеса виниловая 4 кг;1247,0;3600,0;4,8;379;208911164;https://www.wildberries.ru/catalog/208911164/detail.aspx?targetUrl=SP
Престиж FIT;Набор гантелей;500,0;1000,0;4,8;1032;17368771;https://www.wildberries.ru/catalog/17368771/detail.aspx?targetUrl=SP
Ametist;Гантели разборные с соединительным грифом 10 кг;1915,0;4000,0;4,8;1114;151369961;https://www.wildberries.ru/catalog/151369961/detail.aspx?targetUrl=SP
Demix;Гантель, 1 кг;499,0;649,0;4,8;13;157005480;https://www.wildberries.ru/catalog/157005480/detail.aspx?targetUrl=SP
Престиж FIT;Гантель гимнастическая;367,0;560,0;4,8;390;17368770;https://www.wildberries.ru/catalog/17368770/detail.aspx?targetUrl=SP
Espado;Гантель неопреновая 1 кг для фитнеса;372,0;780,0;4,8;468;66876159;https://www.wildberries.ru/catalog/66876159/detail.aspx?targetUrl=SP
Euro-Classic;Гантели 16 кг разборные сборные 2 шт по 8 кг;1694,0;2200,0;4,8;2909;160670773;https://www.wildberries.ru/catalog/160670773/detail.aspx?targetUrl=SP
Euro classic;Гантели 2 кг чугунные 2 штуки, общий вес набора 4 кг;1828,0;2500,0;4,8;28214;76580692;https://www.wildberries.ru/catalog/76580692/detail.aspx?targetUrl=SP
ProRun;Набор гантелей разборных виниловых 15 кг для фитнеса;1566,0;3390,0;4,8;2434;13007859;https://www.wildberries.ru/catalog/13007859/detail.aspx?targetUrl=SP
KingFit;Гантели разборные со штангой;5409,0;47450,0;4,8;1918;183989321;https://www.wildberries.ru/catalog/183989321/detail.aspx?targetUrl=SP
ProRun;Гантели виниловые 4 кг 2 шт набор для фитнеса;1110,0;2290,0;4,8;3169;13007857;https://www.wildberries.ru/catalog/13007857/detail.aspx?targetUrl=SP
Summus;Гантели разборные 15 кг со штангой для подростков;1643,0;3499,0;4,8;3298;111365047;https://www.wildberries.ru/catalog/111365047/detail.aspx?targetUrl=SP
AMETIST;Набор гантелей со штангой и гирями;3085,0;5800,0;4,8;595;237545073;https://www.wildberries.ru/catalog/237545073/detail.aspx?targetUrl=SP
Mr. FOX;Гантели для фитнеса 1 кг (2 шт) для детей и взрослых;483,0;1060,0;4,8;459;49461415;https://www.wildberries.ru/catalog/49461415/detail.aspx?targetUrl=SP
ProRun;Гантель виниловая разборная 15 кг;1797,0;4490,0;4,8;555;125806834;https://www.wildberries.ru/catalog/125806834/detail.aspx?targetUrl=SP
ProRun;Гантель неопреновая 1 кг;393,0;690,0;4,8;1222;13426966;https://www.wildberries.ru/catalog/13426966/detail.aspx?targetUrl=SP
FitnessLive;Гантели разборные и штанга 30 кг;3919,0;46274,0;4,8;10507;16264349;https://www.wildberries.ru/catalog/16264349/detail.aspx?targetUrl=SP
OneFit;Гантели неопреновые для фитнеса 2 шт по 2 кг;1242,0;2409,0;4,8;5297;142213403;https://www.wildberries.ru/catalog/142213403/detail.aspx?targetUrl=SP
FitnessActive;Гантели разборные 5 кг набор спортивный инвентарь с штангой;1938,0;5100,0;4,8;1956;186971444;https://www.wildberries.ru/catalog/186971444/detail.aspx?targetUrl=SP
ZTOA;Гантели разборные с грифом набор 20 кг;2294,0;8945,0;4,8;7234;49906536;https://www.wildberries.ru/catalog/49906536/detail.aspx?targetUrl=SP
FitnessLive;Гантели разборные спорт фитнес инвентарь кейс набор 30 кг;9642,0;101500,0;4,8;167;246390319;https://www.wildberries.ru/catalog/246390319/detail.aspx?targetUrl=SP
Profit-;Гантели разборные со штангой 20 кг;2388,0;7240,0;4,8;281;222297705;https://www.wildberries.ru/catalog/222297705/detail.aspx?targetUrl=SP
NOVOLUX;Гантели для фитнеса набор 6 кг цветные;2494,0;6000,0;4,8;252;316385682;https://www.wildberries.ru/catalog/316385682/detail.aspx?targetUrl=SP
OneFit;Гантели разборные 15 кг- 2 шт по 7,5 кг+ штанга;1650,0;3063,0;4,8;2342;154967341;https://www.wildberries.ru/catalog/154967341/detail.aspx?targetUrl=SP
Атлант;Гантель хромистая цельнометаллическая 7 кг;1968,0;3118,0;4,8;5;11602614;https://www.wildberries.ru/catalog/11602614/detail.aspx?targetUrl=SP
Gravity;Гантели разборные 15 кг с грифом набор;1765,0;4680,0;4,8;230;208623522;https://www.wildberries.ru/catalog/208623522/detail.aspx?targetUrl=SP
BODY BELLS;Гантели 2 кг неопреновые для фитнеса спорта детей 2 шт;1097,0;1425,0;4,8;2949;184469298;https://www.wildberries.ru/catalog/184469298/detail.aspx?targetUrl=SP
Kapix;Гантель неразборная гексагональная 10 кг 1 шт;3315,0;3490,0;4,8;243;219373416;https://www.wildberries.ru/catalog/219373416/detail.aspx?targetUrl=SP
Владспортпром;Гантели 1 кг в наборе 2 шт;512,0;900,0;4,8;1672;113972258;https://www.wildberries.ru/catalog/113972258/detail.aspx?targetUrl=SP
Fit flex;Гантели разборные 24 кг набор спортивный инвентарь с штангой;3553,0;8700,0;4,8;1956;188351675;https://www.wildberries.ru/catalog/188351675/detail.aspx?targetUrl=SP
ProRun;Набор гантелей виниловых разборных 10 кг со штангой;1544,0;2950,0;4,8;2434;160453414;https://www.wildberries.ru/catalog/160453414/detail.aspx?targetUrl=SP
